song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,birth_year,artist_country,gender,band,repetitions_rate,mean_sentence_len,mean_word_len,unique_words_rate,total_words,total_char,count_word_i,count_word_you,count_word_oh,count_word_know,count_word_it,count_word_like,count_word_got,count_word_and,count_word_yeah,count_word_we,count_word_one,count_word_love,count_word_the,count_word_go,count_word_time,count_word_get,count_word_me,count_word_when,count_word_come,count_word_all
Do You Wanna,0YY9bJCAk7eJliNKvlxGV4,2008-01-01,44,245760,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,2297710,"['brighton indie', 'modern rock', 'rock']",67,0.00139,0.425,0.864,1.71e-05,9.0,0.0901,-4.951,0.0,0.0593,138.222,4.0,0.769,,United Kingdom,,True,32.64,23.7,4.82,0.16,211.0,700.0,15.0,28.0,1.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0
Sweet Emotion,0hIGUS1PQbv5NIrHIf6Fza,2014-01-01,58,308569,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,2297710,"['brighton indie', 'modern rock', 'rock']",67,0.0459,0.764,0.829,0.000184,1.0,0.104,-5.261,1.0,0.0711,98.02,4.0,0.606,,United Kingdom,,True,38.34,26.22,5.63,0.09,300.0,1026.0,18.0,20.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,0.0,10.0,0.0,0.0,0.0
Gusts of Wind Blowing in Different Directions,0cxSYGWTxWFTVJx7i6rke9,2010-07-08,37,141186,False,The Last Dinosaur,69sFt37arbuC0hGSFAoWqZ,10066,['chamber folk'],29,0.964,0.313,0.0108,0.951,6.0,0.112,-27.106,1.0,0.0413,133.035,3.0,0.173,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobylette,0iii7HZkNAJZA8VPQZ36hv,2014-09-30,8,234573,False,The Limiñanas,2joJCoCL4EmiVqic3vZn7n,57144,"['chamber psych', 'french indie pop', 'french indietronica', 'french psychedelic']",42,0.00143,0.538,0.891,0.858,2.0,0.311,-5.896,1.0,0.0405,137.148,4.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finest Girl (Bin Laden Song),1LpjlPR8Gv52B04UQNLZAw,2016-06-03,55,150586,True,The Lonely Island,1f5GqyOPo0CkotzzRwviBu,1041088,"['comedy rap', 'comic', 'pop rap']",58,0.297,0.711,0.765,0.0,5.0,0.282,-4.85,1.0,0.263,98.627,4.0,0.47,,United States,,True,42.92,38.71,5.55,0.31,433.0,1709.0,17.0,4.0,0.0,1.0,2.0,8.0,1.0,3.0,0.0,5.0,1.0,0.0,19.0,4.0,1.0,0.0,9.0,1.0,1.0,1.0
Breakeven,285hMzLhJwHVLe9QT9qilk,2008-07-14,74,261426,False,The Lullaby Ensemble,6FfLJmRMbV0UgMnKbpVvYT,192,['lullaby'],7,0.144,0.63,0.696,0.0,10.0,0.0835,-4.501,1.0,0.0242,94.034,4.0,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Submarines,6TWPAG7Oam1mdut6Ov77qh,2012-04-03,51,163240,False,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,4806220,"['folk-pop', 'stomp and holler']",76,0.908,0.809,0.52,0.125,7.0,0.308,-9.828,1.0,0.0322,95.031,4.0,0.585,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody Knows,7A0FGrZsLgOUmeNtMTnt4z,2016-08-12,63,188573,False,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,4806220,"['folk-pop', 'stomp and holler']",76,0.759,0.634,0.382,0.0021,9.0,0.101,-12.877,1.0,0.0363,81.971,4.0,0.2,,United States,,True,24.36,31.48,4.72,0.28,141.0,539.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,13.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
Toothpaste Kisses,6jeWgaprnGyAsRhUcNuZKX,2007-01-01,53,159320,False,The Maccabees,0vW8z9pZMGCcRtGPGtyqiB,353696,"['alternative dance', 'british indie rock', 'indie rock', 'modern rock', 'new rave']",50,0.904,0.464,0.428,0.0991,9.0,0.362,-13.303,1.0,0.0822,101.582,3.0,0.466,,,,,11.14,30.4,5.24,0.31,68.0,244.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Material Girl,22sLuJYcvZOSoLLRYev1s5,2009-09-18,79,240280,False,The Madonna Tribute,4ZAnuFaKjIS8ecCcF09Hf4,88,,2,0.333,0.742,0.883,7.51e-06,0.0,0.0964,-3.419,1.0,0.0329,136.506,4.0,0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Book of Love,62ZYyXIsHVX5xVUj80arVu,1999-09-14,57,162413,False,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,189899,"['alternative rock', 'anti-folk', 'art pop', 'chamber pop', 'dream pop', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'metropopolis', 'permanent wave', 'tape club']",50,0.978,0.485,0.262,5.99e-05,7.0,0.117,-13.286,1.0,0.0263,98.536,4.0,0.332,,United States,,True,24.58,25.14,5.5,0.22,167.0,591.0,8.0,13.0,0.0,1.0,9.0,0.0,0.0,13.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0
A Jagged Gorgeous Winter,7vQ8cJE5h67lxbvbYtJeWk,2007-06-28,39,230021,False,The Main Drag,4NVO7CCcOSMoawltzMSPBc,2951,,21,0.00908,0.596,0.841,0.0,11.0,0.259,-8.188,1.0,0.044,139.965,4.0,0.634,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,1966-03,77,162373,False,The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,1364385,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",64,0.352,0.552,0.608,0.0,1.0,0.0533,-9.786,0.0,0.0345,112.367,4.0,0.637,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurt,28cnXtME493VX9NOw9cIUh,2002-01-01,74,216533,False,The Man In Black: A Tribute To Johnny Cash,3QGgZsoDp1k9AsZx6oo7Ap,4,,1,0.649,0.534,0.392,0.000227,9.0,0.0948,-7.636,0.0,0.0267,90.379,4.0,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Lord Lorrie,0pghPocTwFg6ckBUs52SQ8,2012-05-08,62,301000,False,The Marshall Tucker Band,59QxeZBL6k9L4oJBGSyukd,805125,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",58,0.274,0.555,0.649,0.0,7.0,0.301,-6.756,1.0,0.0284,78.994,4.0,0.581,,United States,,True,66.0,64.91,5.09,0.28,458.0,1684.0,30.0,13.0,0.0,1.0,13.0,1.0,3.0,24.0,0.0,2.0,0.0,6.0,6.0,8.0,0.0,1.0,4.0,0.0,0.0,4.0
Please Mr. Postman - Single Version / Mono,6jX5mso4x00c1EiNMrTU9U,1961,65,148040,False,The Marvelettes,0MponVSpW81oLvJZ53vYZH,297562,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",49,0.729,0.785,0.776,0.0,2.0,0.181,-5.259,1.0,0.0312,121.505,4.0,0.967,,United States,female,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Macarena,4c4l4A2YDjSaceyAX1KDlU,2011-09-23,1,232881,False,The Megamixers,01ZZb7U1XJDh747KxYkGeU,505,,4,0.284,0.725,0.729,0.0021,1.0,0.0624,-8.137,1.0,0.0537,103.021,4.0,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On My Way,2KE6E2nkVz8HVBJ10XaJoy,2013-11-05,39,236497,False,The Melodic,1UdfOmrFJrE1xwo5ldmZbx,6190,,23,0.609,0.694,0.553,8.46e-06,7.0,0.0912,-9.943,1.0,0.0412,105.998,4.0,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Ain't No Use,3MaqEiVpKGxqd2JhMH9xR7,1974,46,711133,False,The Meters,2JRvXPGWiINrnJljNJhG5s,235219,"['classic soul', 'funk', 'instrumental soul', 'new orleans funk', 'soul', 'southern soul']",52,0.45,0.608,0.812,0.731,7.0,0.26,-12.318,0.0,0.0422,107.67,4.0,0.889,,United States,,True,39.59,32.24,4.37,0.08,318.0,889.0,26.0,14.0,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0
The Darkest Side,3V4TBYk5YhzJeRZeHucjGR,2009-10-27,37,307160,False,The Middle East,6imbHAlhHrFwtsOgqpeBK2,81790,"['australian indie folk', 'chamber pop']",40,0.871,0.376,0.268,1.76e-05,7.0,0.207,-13.481,0.0,0.0341,119.231,4.0,0.337,,,,False,42.17,31.91,4.98,0.24,341.0,1167.0,31.0,11.0,4.0,0.0,8.0,1.0,0.0,15.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,1.0,7.0,20.0,3.0,0.0
Arcade Dreams,5Lkz0PPG8ORS0GKpznREyW,2018-09-21,40,243735,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw,364833,"['nightrun', 'popwave']",59,0.394,0.453,0.476,0.496,0.0,0.384,-13.802,1.0,0.0324,119.979,4.0,0.0823,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset,4PMmwowVLOajPdiKnrU1vK,2016-08-01,57,326520,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw,364833,"['nightrun', 'popwave']",59,0.00113,0.626,0.707,0.00254,0.0,0.222,-7.333,1.0,0.0269,113.994,4.0,0.377,,United States,,True,32.16,27.42,4.81,0.29,252.0,955.0,4.0,5.0,0.0,4.0,7.0,1.0,0.0,2.0,0.0,13.0,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Crockett's Revenge,6rW7rNSJC9wVtrsarYpThL,2016-08-01,39,322978,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw,364833,"['nightrun', 'popwave']",59,0.0338,0.511,0.626,0.481,9.0,0.13,-7.702,0.0,0.0287,127.987,4.0,0.268,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Endless Summer,2jq5avJCdvIzelo7PiZNjW,2016-08-01,44,405907,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw,364833,"['nightrun', 'popwave']",59,0.0154,0.584,0.68,0.137,0.0,0.174,-10.018,0.0,0.0517,125.996,4.0,0.0438,,United States,,True,18.66,33.06,5.85,0.48,101.0,444.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Synthetic,5y72MBQ0z2YszChIGxx4gc,2016-08-01,40,199669,False,The Midnight Creeper,6mJaYnPNAHUlL2HUXzF3qS,2,,0,0.639,0.414,0.331,0.0,0.0,0.136,-9.546,0.0,0.033,118.499,4.0,0.0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampires,1K0urJwRWgKsdufGEdkXP7,2016-08-01,53,317228,False,The Midnight Thrill,7LAP2wrmJ1w5TPBlmcFSLD,11,,0,0.00297,0.539,0.823,0.151,1.0,0.103,-7.021,1.0,0.0337,114.978,4.0,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is It A Crime - Album Mix,2WCkVQcnzUUmrQ0ZOPRGVB,2010-06-01,39,260371,False,The Moleskins,4pi5AAtLwHbvLBypLmTYQe,3221,"['coverchill', 'italian lounge']",43,0.74,0.525,0.45,2.19e-05,5.0,0.269,-11.528,0.0,0.0652,99.439,4.0,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why Can't We Be Friends,6x959m2QDvatSwUAVCHIuf,1975-01-01,62,230106,False,The Monkees,320EPCSEezHt1rtbfwH6Ck,977411,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",62,0.179,0.776,0.68,0.0,10.0,0.483,-10.088,1.0,0.0389,92.481,4.0,0.962,,United States,,False,40.82,27.4,5.38,0.13,312.0,985.0,12.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Young & Unafraid,4K3gnzGmIjwkZhqOiYQ4r6,2016-02-26,47,194813,False,The Moth & The Flame,6Fk18HpdnXUsKWpN9mPb9R,58565,"['modern alternative rock', 'utah indie']",41,0.00401,0.511,0.821,6.9e-05,9.0,0.12,-5.159,0.0,0.0518,97.991,4.0,0.28,,United States,,True,28.09,26.97,5.95,0.2,189.0,729.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Time We Had,5fM5nEYsj6nibcNs41wQwf,2007-04-03,40,186826,False,The Mother Hips,754hwfwMX4RL52JZYmQaBR,10547,"['bay area indie', 'western americana']",27,0.369,0.533,0.834,0.0753,0.0,0.131,-7.122,1.0,0.0278,106.784,4.0,0.469,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
This Year,0s9aeZriwqyBYfxFzsd20R,2005-04-25,58,232893,False,The Mountain Goats,3hyGGjxu73JuzBa757H6R5,320780,"['alternative rock', 'anti-folk', 'chamber pop', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",55,0.118,0.699,0.719,0.00263,9.0,0.0913,-9.483,1.0,0.0312,138.957,4.0,0.831,,United States,,True,39.42,34.14,5.6,0.4,262.0,1033.0,14.0,1.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0
San Francisco,5RRWirYSE08FPKD6Mx4v0V,2013-01-01,62,173093,False,The Mowgli's,6AGUQK1EWK6nvN4pLIDQDQ,252443,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",56,0.0215,0.307,0.847,0.0,11.0,0.0783,-4.215,1.0,0.0551,93.072,4.0,0.34,,United States,,False,24.21,33.0,5.39,0.22,186.0,711.0,9.0,5.0,0.0,2.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,12.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Young Blood,25nzKGDiua1lE9Qo5V19GL,2010,68,246600,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,692236,"['alternative dance', 'auckland indie', 'electropop', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'pop rock']",56,5.63e-05,0.579,0.865,0.000221,6.0,0.649,-4.692,1.0,0.0302,104.99,4.0,0.358,,New Zealand,,True,31.15,25.4,5.5,0.31,197.0,858.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,2.0,16.0,3.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Punching In A Dream,5PtEpuVX03k9bOUwilL5EO,2010,62,238133,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,692236,"['alternative dance', 'auckland indie', 'electropop', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'pop rock']",56,0.00201,0.473,0.883,0.000967,6.0,0.142,-3.65,1.0,0.047,115.048,4.0,0.164,,New Zealand,,True,23.92,24.94,5.03,0.21,183.0,662.0,7.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
Hearts Like Ours,1GzeyDrul7da45BQASLiKL,2013-01-01,50,272053,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,692236,"['alternative dance', 'auckland indie', 'electropop', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'pop rock']",56,4.05e-05,0.376,0.701,0.0931,6.0,0.0855,-5.604,0.0,0.0304,177.96,4.0,0.151,,New Zealand,,True,35.2,22.56,5.07,0.23,256.0,966.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,15.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0
The Sun,3biMQVil52sKP7Rwj8o7Rb,2010,40,236560,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,692236,"['alternative dance', 'auckland indie', 'electropop', 'indie rock', 'indietronica', 'kiwi rock', 'metropopolis', 'modern rock', 'pop rock']",56,0.51,0.589,0.485,0.00901,0.0,0.112,-9.721,1.0,0.0325,123.992,4.0,0.0355,,New Zealand,,True,36.71,26.85,5.21,0.13,287.0,972.0,31.0,4.0,0.0,2.0,22.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Exile Vilify (From the Game Portal 2),1IbFHfVWUDNkhSY9PWt9th,2011-04-19,46,285000,False,The National,2cCUtGK9sDU2EoElnk0GNB,1401001,"['indie rock', 'modern rock']",63,0.777,0.512,0.373,0.501,8.0,0.11,-11.765,0.0,0.0289,120.059,3.0,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runaway,7DUwey3WJDVU6IO3ZGqmTC,2010-05-11,37,333786,False,The National,2cCUtGK9sDU2EoElnk0GNB,1401001,"['indie rock', 'modern rock']",63,0.868,0.583,0.441,0.557,4.0,0.117,-10.318,1.0,0.0325,135.019,3.0,0.343,,,,,51.81,30.34,5.26,0.1,391.0,1438.0,19.0,7.0,0.0,0.0,2.0,0.0,8.0,7.0,0.0,22.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0
I Need My Girl,50M7nY1oQuNHecs0ahWAtI,2013-05-20,64,245240,True,The National,2cCUtGK9sDU2EoElnk0GNB,1401001,"['indie rock', 'modern rock']",63,0.865,0.52,0.436,0.0651,0.0,0.123,-11.508,0.0,0.0355,126.053,4.0,0.114,,,,,23.58,26.11,4.9,0.25,167.0,559.0,26.0,3.0,0.0,2.0,4.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
About Today - 2021 Remaster,2w55zgyrG40D5ppKj4XxdK,2004-07-19,57,250760,False,The National,2cCUtGK9sDU2EoElnk0GNB,1401001,"['indie rock', 'modern rock']",63,0.347,0.548,0.578,0.705,9.0,0.124,-13.697,0.0,0.0456,105.013,4.0,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fake Empire,7hanhZrUArC9qUerln4jh1,2007-05-22,49,205040,False,The National,2cCUtGK9sDU2EoElnk0GNB,1401001,"['indie rock', 'modern rock']",63,0.143,0.325,0.768,0.909,0.0,0.0731,-6.791,1.0,0.0334,101.961,3.0,0.311,,,,,22.11,45.0,5.43,0.34,123.0,472.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daytime in the Rainforest with Birdsong and Insects,4XvNaz3nSNtBDmQyQkUVb4,2012-05-30,29,120686,False,The Nature Soundscapes,02EkiP3hYgkSISBAS0nfjG,1511,"['rain', 'sound']",51,0.32,0.459,0.284,0.0971,8.0,0.882,-27.994,0.0,0.455,126.119,4.0,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-19,90,240400,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0495,0.612,0.807,0.0177,10.0,0.101,-2.81,1.0,0.0336,124.053,4.0,0.398,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Robbery,4BDnfINTlfJPmLp1UV6CXt,2013-04-19,62,209520,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0071,0.519,0.897,0.539,7.0,0.211,-3.167,0.0,0.0276,88.113,4.0,0.335,,United States,,True,47.4,32.86,5.18,0.22,333.0,1264.0,25.0,0.0,3.0,4.0,4.0,1.0,0.0,3.0,0.0,8.0,0.0,1.0,4.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0
Afraid,7brQHA2CgQpcMBiOlfiXYb,2013-04-19,76,251186,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.00892,0.464,0.701,0.309,6.0,0.335,-5.693,0.0,0.0411,83.996,4.0,0.356,,United States,,True,53.0,33.04,5.03,0.17,409.0,1446.0,38.0,16.0,1.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,22.0,18.0,0.0,2.0
How,6mAuw7R6u4vlNneuBgnC8K,2013-04-19,56,314826,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.00206,0.382,0.749,0.687,7.0,0.0668,-5.683,0.0,0.0379,151.883,4.0,0.0572,,United States,,True,36.97,34.74,4.93,0.15,279.0,904.0,13.0,20.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0
Everybody's Watching Me (Uh Oh),0yyyapBjZ9Ek1vcpp3e9bj,2013-04-19,58,238026,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0904,0.491,0.944,0.565,4.0,0.0963,-2.879,0.0,0.0558,150.105,4.0,0.493,,United States,,True,39.79,28.24,5.03,0.13,301.0,1005.0,32.0,16.0,9.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,26.0,0.0,0.0,2.0
Let It Go,6cWpj6c5pNZYEk5KYjNBji,2013-04-19,58,197266,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0156,0.49,0.79,0.00118,5.0,0.219,-4.833,0.0,0.0699,149.903,4.0,0.285,,United States,,True,50.06,30.56,5.26,0.19,361.0,1428.0,10.0,0.0,1.0,0.0,23.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,21.0,7.0,0.0,0.0,0.0,7.0,0.0,6.0
Alleyways,4V37tyDu9CtqYshvrgLke4,2013-04-19,61,267853,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.00102,0.622,0.831,0.803,5.0,0.119,-4.819,0.0,0.0273,101.03,4.0,0.363,,United States,,True,37.61,45.55,4.97,0.23,286.0,1017.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,19.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,1.0,0.0,7.0
W.D.Y.W.F.M?,3vooOYHU0Fi3ViCG7Ozh0Y,2013-04-19,66,259413,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0303,0.557,0.845,0.00851,8.0,0.354,-2.926,0.0,0.0346,123.997,4.0,0.508,,United States,,True,29.52,39.55,4.84,0.19,263.0,858.0,12.0,18.0,5.0,0.0,7.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,12.0,0.0,0.0,3.0
Flawless,2Kt1XplPBQBsDKQDa6TssB,2013-04-19,67,246493,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0553,0.568,0.871,0.51,0.0,0.303,-3.453,1.0,0.0308,119.99,4.0,0.374,,United States,,True,46.32,38.2,4.61,0.15,362.0,1176.0,19.0,12.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0
Staying Up,1NA2NvAgCB4EfcBC8OHfuj,2013-04-19,55,268173,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0339,0.394,0.855,0.0132,2.0,0.243,-4.204,1.0,0.0554,175.902,4.0,0.316,,United States,,True,37.38,28.22,4.9,0.22,269.0,911.0,32.0,1.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0
West Coast,4TaY35s44Bf6OQnRK4R8Y5,2013-12-10,57,253520,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.162,0.742,0.468,0.00978,1.0,0.337,-6.356,1.0,0.108,78.047,4.0,0.456,,United States,,True,48.86,41.1,5.24,0.31,452.0,1645.0,30.0,4.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0
No Grey,2NNzvsOFpztTUUzk6rcnPH,2013-12-10,55,206960,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.0509,0.83,0.828,0.00824,9.0,0.331,-5.562,0.0,0.0494,89.905,4.0,0.665,,United States,,True,45.17,42.81,5.08,0.25,339.0,1215.0,21.0,7.0,0.0,0.0,7.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,3.0,6.0,0.0,6.0
$TING,48YPDmhRIQRiusm5uCz5gX,2013-12-10,56,282546,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.622,0.566,0.777,0.758,9.0,0.0985,-6.19,0.0,0.0505,134.014,4.0,0.341,,United States,,True,34.11,36.25,5.22,0.24,268.0,903.0,10.0,19.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0
Sweater Weather - Spotify Sessions Curated by Jim Eno,7sDzAu7alAL1hWvL86tSGB,2013-06-18,50,191560,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,9668875,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,0.981,0.61,0.165,0.000544,8.0,0.134,-14.659,1.0,0.0502,102.68,4.0,0.258,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
