song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,birth_year,artist_country,gender,band,repetitions_rate,mean_sentence_len,mean_word_len,unique_words_rate,total_words,total_char,count_word_i,count_word_you,count_word_oh,count_word_know,count_word_it,count_word_like,count_word_got,count_word_and,count_word_yeah,count_word_we,count_word_one,count_word_love,count_word_the,count_word_go,count_word_time,count_word_get,count_word_me,count_word_when,count_word_come,count_word_all
Zone 1 to 6000,4dKYEhGEEpTZFOXBAhDOcA,2017-12-01,41,205120,False,Nabihah Iqbal,7pPOvwCq4bb2iObs8twDir,11456,['uk alternative pop'],27,0.000191,0.536,0.802,0.00477,2.0,0.0732,-6.721,1.0,0.041,134.919,4.0,0.155,1988.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Weightless,58QKcx9p8Et10QIhi2Yjq8,2008,33,212213,False,Nada Surf,11zHPjHnZN0ACA50rSnTcy,164348,"['indie rock', 'power pop']",48,0.0211,0.164,0.656,0.00285,10.0,0.353,-6.187,1.0,0.0383,170.232,3.0,0.333,,United States,,True,35.6,48.68,5.52,0.26,240.0,987.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0
Always Something There to Remind Me - 2018 Remaster,3yWAyRHfclztY1TzF2gAUD,1983-01-01,54,219373,False,Naked Eyes,3C6chBmZ9wzisBhoh8G2nK,132483,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",47,0.127,0.611,0.777,0.0,7.0,0.519,-5.853,1.0,0.0376,149.26,4.0,0.682,,United Kingdom,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing U,533SwLFNhqFUo4Ae6sByFe,2017-10-30,46,179706,False,Nana Twice & DubJay,1CVUiEX61uQuN7F4NGj68u,9,,0,0.215,0.807,0.704,0.0,1.0,0.108,-3.686,1.0,0.0475,119.966,4.0,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bang Bang (My Baby Shot Me Down),4JLcAU2xY90qTkTSNM1lUa,1966-01-01,65,162446,False,Nancy Sinatra,3IZrrNonYELubLPJmqOci2,368155,"['brill building pop', 'folk rock']",61,0.982,0.433,0.174,0.101,5.0,0.111,-18.791,0.0,0.0537,95.802,4.0,0.366,1940.0,United States,female,False,25.71,29.65,4.72,0.3,168.0,603.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0
Good Day,4cnqxdE2opmhp7MwkvhkAJ,2008-07-08,59,261773,True,Nappy Roots,3tCxM1rTj2qUXsiQZxvt2I,185526,"['dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop']",53,0.57,0.859,0.654,0.0147,9.0,0.498,-6.326,1.0,0.258,94.004,4.0,0.897,,United States,,True,72.82,32.68,4.73,0.24,768.0,2740.0,15.0,9.0,1.0,3.0,5.0,1.0,4.0,38.0,0.0,30.0,0.0,2.0,18.0,1.0,1.0,6.0,2.0,1.0,0.0,19.0
Rules,5rOKRYR4MkmHmKlOqY5PbL,2014-06-05,25,260412,False,Nat & Alex Wolff,32fNbCzrzfsTbMHjznvm4S,41396,,35,0.531,0.604,0.467,0.325,3.0,0.0957,-12.617,1.0,0.0271,109.999,4.0,0.535,,United States,,True,29.45,35.91,4.74,0.22,180.0,660.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
The Christmas Song (Merry Christmas To You) - Remastered 1999,5xzETaJgoicv0snhKFwnfa,2020-10-09,20,192160,False,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,1873484,"['adult standards', 'lounge', 'vocal jazz']",64,0.92,0.32,0.21,8.01e-05,6.0,0.138,-15.231,1.0,0.0345,73.196,5.0,0.208,1919.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Unforgettable,648TTtYB0bH0P8Hfy0FmkL,1954-01-01,65,191973,False,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,1873484,"['adult standards', 'lounge', 'vocal jazz']",64,0.92,0.349,0.182,0.0152,5.0,0.143,-13.507,1.0,0.031,136.094,3.0,0.178,1919.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange Colored Sky,6fUDNcmsnnUVyOtEnA9xdC,1991-01-01,56,153866,False,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,1873484,"['adult standards', 'lounge', 'vocal jazz']",64,0.92,0.535,0.24,0.0,10.0,0.111,-15.198,1.0,0.085,128.547,4.0,0.49,1919.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Me As Though There Were No Tomorrow - Remastered,45lTac7VjsyP92PUw9OnLN,2001-01-01,46,155266,False,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,1873484,"['adult standards', 'lounge', 'vocal jazz']",64,0.831,0.252,0.259,7.21e-06,8.0,0.217,-14.173,1.0,0.031,144.633,3.0,0.124,1919.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Walkin' My Baby Back Home - Remastered,2d5rklRuLWhBIcq2XpyyE7,1992-01-01,39,160200,False,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,1873484,"['adult standards', 'lounge', 'vocal jazz']",64,0.851,0.55,0.181,0.0,1.0,0.136,-13.696,1.0,0.0403,110.035,4.0,0.471,1919.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
(Get Your Kicks On) Route 66,0zQ1o6q0QaeMgro248kNGh,1999-01-01,35,223133,False,Nat King Cole Trio,3OpnoUqoRIHWbsFs4Nw0NQ,137389,"['adult standards', 'lounge', 'swing', 'vocal jazz']",46,0.544,0.669,0.351,0.0,0.0,0.179,-12.919,1.0,0.167,92.097,4.0,0.547,1919.0,United States,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Torn,1Jaah2tmN9Hv81A87KZ1MU,1997-11-10,75,244666,False,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,802938,"['australian pop', 'dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",60,0.0647,0.575,0.886,0.000187,5.0,0.709,-5.182,1.0,0.034,96.31,4.0,0.609,1975.0,Australia,female,False,41.19,27.04,5.24,0.2,345.0,1158.0,38.0,6.0,0.0,2.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,2018-10-26,64,192840,False,Natalie Kelsea,4vtCGX3ZQKfHetIYYzxT0E,28,,4,0.014,0.643,0.72,0.0,2.0,0.0834,-7.146,1.0,0.0527,96.028,4.0,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnival,4QXhRjZacZ1gZUeL7Ukktw,1995,52,361106,False,Natalie Merchant,73JEBdDEFeVaOLg3y0HhBD,343839,"['folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter']",51,0.2,0.601,0.48,0.0955,6.0,0.0297,-11.41,0.0,0.0732,188.214,4.0,0.802,1963.0,United States,female,False,30.95,18.96,5.82,0.27,221.0,902.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
Unwritten,3U5JVgI2x4rDyHGObzJfNf,2004-08-30,77,259333,False,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,1458473,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",64,0.00584,0.706,0.8,0.0,5.0,0.0822,-6.333,1.0,0.0399,100.011,4.0,0.629,1981.0,United Kingdom,female,False,62.17,30.39,5.68,0.13,445.0,1776.0,5.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pocketful of Sunshine,1uigwk5hNV84zRd5YQQRTk,2007-04-27,70,202906,False,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,1458473,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",64,0.191,0.721,0.88,0.0,9.0,0.0769,-3.896,0.0,0.0454,110.021,4.0,0.655,1981.0,United Kingdom,female,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Face in the Pillow,6Wk7JXGEI5XcJavLo1RSyc,2015-09-10,23,210933,True,Natasha Mosley,1fYdgyGBrMIEML5cuo5FpZ,56980,['pop r&b'],54,0.0441,0.81,0.177,0.000109,0.0,0.191,-13.428,0.0,0.11,119.96,4.0,0.167,,,,,34.46,31.68,5.09,0.23,302.0,1027.0,12.0,20.0,1.0,1.0,9.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,12.0,0.0,0.0,8.0
Here Comes a Thought,0lzA3RXGOBLgp3Us8pD7lX,2019-11-10,28,195164,False,NateWantsToBattle,0Vb15td3iKkAzdGD5Sj9Ky,376954,"['antiviral pop', 'fnaf', 'otacore']",59,0.141,0.698,0.582,0.0,9.0,0.114,-7.19,1.0,0.0385,91.012,4.0,0.824,,,,False,49.58,39.36,5.38,0.11,378.0,1343.0,13.0,9.0,2.0,0.0,28.0,0.0,8.0,13.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0
Burn Me Down,6OEuhpa4YTlBy0liA81gNE,2016-11-04,16,239933,False,Nathan Sykes,2Rf4X6m0oayCJhaJ5K63GQ,472548,"['post-teen pop', 'uk pop']",56,0.0511,0.342,0.607,0.0,0.0,0.243,-5.934,1.0,0.0365,63.664,4.0,0.309,1993.0,United Kingdom,male,False,43.16,31.49,4.42,0.15,364.0,1193.0,18.0,6.0,10.0,2.0,9.0,0.0,0.0,4.0,9.0,4.0,0.0,5.0,28.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0
Sugar Man,17nOJOcPbcl4sKzM2yyYDp,1970-03-05,60,229413,False,Natt Rodríguez,56sM3s4KjvotLRWsGMtWz0,399,,1,0.77,0.463,0.577,0.0,5.0,0.598,-6.542,1.0,0.043,97.83,4.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Hour: Mountain Stream to Help Your Baby Sleep,4x59ezCnCbGCCFsPsUBPVV,2008-10-29,17,3612212,False,Natural White Noise for Babies,193WKfMpXDjRqCRzyFPjCE,781,['sleep'],36,0.321,0.0766,0.999,0.985,6.0,0.341,-19.156,1.0,0.0723,81.31,4.0,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio Water Therapy Lake,6j0gXMwlKpqg7D76Fr7Nl2,2014-05-05,1,6000160,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.811,0.0778,1.0,0.988,0.0,0.946,-13.305,1.0,0.0646,83.095,4.0,1e-05,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Brazilian Jungle,3vooQ8LMycos1H5efHSlgk,2014-05-05,1,6000661,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenscape Lakeside Forest,4gk8NuKsTilea9iXLE79KS,2014-05-05,5,6000127,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.871,0.248,0.979,0.946,1.0,0.934,-28.076,1.0,0.852,74.22,4.0,0.00989,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhythmic Pacific Ocean Waves of Nature Sound,6OoWy1LnIiGA2g6huyJCXS,2013-10-22,24,4405413,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Large Waterfall Medium Distance,4CGt0Jda1OB3AtH8YHp7Hn,2014-05-05,15,4405413,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Evening Sound FX Ambience Filled with Crickets,3D3DhYnF1aniC2qHfBsUyo,2013-10-22,10,4402280,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.929,0.213,0.0477,0.85,1.0,0.176,-23.62,1.0,0.0522,85.506,4.0,0.0199,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshland at Night Recording with Frogs Ambience,5XuqWV68KYZBtDXt1ZDngz,2014-05-05,1,4376813,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.956,0.687,0.0216,0.927,10.0,0.276,-23.85,0.0,0.414,101.454,4.0,0.599,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungles of Borneo Are Teaming with Life,0sYVDVDSg4l3S8aOipargY,2013-10-22,4,4334680,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.907,0.155,0.836,0.907,2.0,0.618,-24.743,1.0,0.222,75.029,5.0,0.0298,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Vacationing by the Lake with Loon Calls and Natural Chatter,41Sku193gslxiktIu72k60,2013-10-22,6,4334373,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.858,0.228,0.781,0.735,9.0,0.409,-22.54,1.0,0.915,81.239,5.0,0.0362,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Sounds Recorded on the African Continent,6WK9ETVCqN0lmmlkRrilNG,2013-10-22,8,4320933,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.157,0.155,0.0154,0.984,1.0,0.0861,-36.214,1.0,0.0484,144.143,4.0,0.031,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerful Rolling and Cracking Thunder Sound Effects,14EmCXJkjHGFUg5NvvacjZ,2013-10-22,9,4316893,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.849,0.127,0.149,0.772,1.0,0.114,-33.975,1.0,0.0706,80.078,5.0,0.209,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep in the Amazon Forest Surrounded by Wild Life,4D2j3kQRqpOpbI2NLmm6Nd,2013-10-22,3,4315840,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.123,0.252,0.512,0.856,10.0,0.0951,-27.628,0.0,0.0327,77.267,5.0,0.0325,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Morning Sounds from an Open Forest Meadow,5Vv4zIWWa27NMUxKmJUbbZ,2013-10-22,9,4295106,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.841,0.294,0.11,0.942,4.0,0.4,-36.478,1.0,0.621,77.569,4.0,0.245,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Beside a Quick Moving Mountain Stream,3Kin1mxT7seDs21mV8UHOB,2013-10-22,19,4280066,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.119,0.166,0.999,0.998,3.0,0.711,-15.564,0.0,0.0974,130.793,5.0,0.00327,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Preserving the Sounds of the Endangered Rainforest,4ZXhwTGRruNd3e3SSU36uI,2013-10-22,14,4278453,False,Nature Sounds,4NqS7DbPFYwZmniGHCPMpm,96992,"['environmental', 'sleep', 'water']",61,0.00134,0.151,0.928,0.881,5.0,0.557,-16.251,1.0,0.146,133.833,3.0,0.00715,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,2012-01-01,70,251626,False,Ne-Yo,21E3waRsmPlU7jZsS13rcj,7286010,"['dance pop', 'pop', 'r&b', 'urban contemporary']",77,0.248,0.658,0.677,0.0,5.0,0.368,-6.628,1.0,0.0393,124.91,4.0,0.248,1979.0,United States,male,False,58.14,28.43,4.83,0.11,438.0,1539.0,16.0,58.0,2.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,48.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0
Sweet Caroline - Single Version,7waQASGjvaRBw6jyX3gVZ0,2014-11-24,31,200240,False,Neil Diamond,7mEIug7XUlQHikrFxjTWes,2044248,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",67,0.443,0.549,0.255,2.17e-05,11.0,0.454,-8.823,1.0,0.0287,127.368,4.0,0.638,1941.0,United States,male,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,1969-06-06,79,203573,False,Neil Diamond,7mEIug7XUlQHikrFxjTWes,2044248,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",67,0.611,0.529,0.127,0.000109,11.0,0.237,-16.066,1.0,0.0274,63.05,4.0,0.578,1941.0,United States,male,False,21.43,23.59,5.39,0.26,149.0,611.0,8.0,4.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
"Girl, You'll Be A Woman Soon",1BmVQ5RGqqtF5cnsv6cQYu,1968,60,180253,False,Neil Diamond,7mEIug7XUlQHikrFxjTWes,2044248,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",67,0.567,0.515,0.641,0.0642,5.0,0.322,-5.573,1.0,0.0272,109.558,4.0,0.655,1941.0,United States,male,False,20.86,22.36,4.57,0.26,178.0,571.0,9.0,11.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0
"Remember the Future, Pt. 2",7odcDCEpJdzycpucqGK3mj,1973-11-13,19,1140973,False,Nektar,0n2Uel3CvQrmMsYLEfpO3s,48819,"['art rock', 'jazz fusion', 'krautrock', 'progressive rock', 'psychedelic rock', 'space rock', 'symphonic rock']",31,0.478,0.435,0.583,0.114,4.0,0.112,-12.894,0.0,0.0409,109.866,4.0,0.347,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
"Remember the Future, Pt. 1",7xBXbeQkcVeOELZgGa705e,1973-11-13,26,1001120,False,Nektar,0n2Uel3CvQrmMsYLEfpO3s,48819,"['art rock', 'jazz fusion', 'krautrock', 'progressive rock', 'psychedelic rock', 'space rock', 'symphonic rock']",31,0.676,0.391,0.59,0.553,9.0,0.0661,-13.622,1.0,0.0449,113.675,4.0,0.479,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Beware the Forest's Mushrooms,7iUsCDzqLzI1WvefhJiCyr,2019-03-24,31,158000,False,Neku,1cSLWtq8penAi11GiMxgHc,32711,"['fnaf', 'otacore', 'undertale']",37,0.00135,0.491,0.729,0.00985,1.0,0.458,-8.12,1.0,0.108,119.986,4.0,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Champ,59qnU7ACYRFKQ2O35D5Onb,2011-12-20,46,189000,False,Nelly,2gBjLmx6zQnFGQJCAQpRgw,2186163,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",74,0.212,0.548,0.883,0.0,6.0,0.0828,-4.697,1.0,0.0766,167.998,4.0,0.796,1974.0,United States,male,False,49.25,29.53,5.35,0.21,378.0,1383.0,24.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,5.0,1.0,1.0,27.0,1.0,4.0,0.0,8.0,4.0,0.0,11.0
Just A Dream,3ZdJffjzJWFimSQyxgGIxN,2010-11-12,74,237800,False,Nelly,2gBjLmx6zQnFGQJCAQpRgw,2186163,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",74,0.0421,0.531,0.752,0.0,1.0,0.12,-6.161,1.0,0.0305,89.917,4.0,0.103,1974.0,United States,male,False,64.47,32.05,4.82,0.17,550.0,1943.0,40.0,9.0,0.0,1.0,17.0,1.0,3.0,9.0,10.0,5.0,7.0,4.0,6.0,0.0,1.0,1.0,6.0,2.0,5.0,2.0
Say It Right,2aI21FnmY7TJVKeMaoQZ0t,2006-01-01,80,223080,False,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,3220620,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",73,0.0476,0.872,0.872,0.00112,1.0,0.0543,-6.328,1.0,0.139,116.948,4.0,0.809,1978.0,Canada,female,False,34.07,33.76,4.58,0.17,330.0,1032.0,15.0,24.0,20.0,2.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,11.0,3.0,0.0,9.0
Love Song,4E6cwWJWZw2zWf7VFbH7wf,2007-07-03,74,258826,False,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,3220620,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",73,0.0208,0.583,0.786,0.0,2.0,0.188,-3.142,0.0,0.0301,123.055,4.0,0.573,1978.0,Canada,female,False,57.09,31.27,4.99,0.18,442.0,1469.0,25.0,45.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,13.0,1.0,0.0,3.0
Stormy Thunder Sounds - 60 Minutes of Thunder Storm Bliss: MP3,6awA0i6e29qLgHyDD7s1kS,2009-09-19,8,3611226,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.000742,0.143,0.422,0.865,11.0,0.03,-23.628,1.0,0.0648,78.45,4.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Rain Sounds - 60 Minutes of Spring Rain Bliss,2fcfIpOeCGQUScu9UyI6Gz,2009-09-09,3,3609466,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.13,0.169,0.916,0.95,10.0,0.093,-24.548,0.0,0.0494,168.727,4.0,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceansounds - 60 Minutes of Ocean Bliss,5JYWUt4CwvJsaLLpCsCRkB,2008-01-01,2,3605120,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.891,0.141,1.0,0.968,8.0,0.968,-16.292,0.0,0.0518,92.782,4.0,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Minutes of Mountain Stream Sounds,7GWd4uOHTTbPY6psNjFWD3,2008-10-22,19,1810440,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Minutes of Falling Water Sounds,7JlkrWHUhqnj3umfOZxp5V,2008-10-22,7,1806173,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Minutes of Stormy Thund Sounds,2YE8HGgzc2f3Il9rd9RbHq,2008-10-20,3,1804973,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.00216,0.152,0.357,0.842,11.0,0.377,-23.395,1.0,0.0811,133.515,3.0,0.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Minutes of Spring Rain Sounds,79BFb4ccEvVteAr0cJCe5W,2008-10-22,28,1804466,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.132,0.23,0.936,0.963,6.0,0.587,-23.04,1.0,0.0505,85.959,3.0,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Minutes of Summer Evening Sounds,0EUgWLrrgAOm3gY7iyU6jm,2008-10-22,17,1800066,False,Nelson May,2ITUpjGArtWEpUdL69D4gx,1286,['environmental'],18,0.632,0.354,0.0658,0.867,10.0,0.103,-23.717,0.0,0.0893,72.906,4.0,0.0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 Luftballons,4ZhPLoMzZwewHLLjV1J15c,1983-09-23,74,232466,False,Nena,6Tz0QRoe083BcOo2YbG9lV,331069,"['german pop', 'german rock', 'new wave pop']",61,0.103,0.575,0.555,1.3e-06,4.0,0.111,-7.495,1.0,0.0453,95.361,4.0,0.504,1960.0,,,False,28.77,29.24,5.43,0.6,192.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,80,177280,False,Neon Trees,0RpddSzUHfncUWNJXKOsjy,1169361,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",65,0.00301,0.471,0.924,0.0,8.0,0.313,-3.906,1.0,0.0586,154.961,4.0,0.725,,United States,,True,39.81,28.32,5.19,0.2,275.0,1170.0,11.0,7.0,1.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,7.0,8.0,0.0,5.0
Animal,1fBl642IhJOE5U319Gy2Go,2010-01-01,71,212293,False,Neon Trees,0RpddSzUHfncUWNJXKOsjy,1169361,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",65,0.000346,0.482,0.833,0.0,5.0,0.365,-5.611,1.0,0.0449,148.039,4.0,0.74,,United States,,True,36.59,19.26,5.08,0.16,314.0,1077.0,19.0,18.0,30.0,0.0,5.0,1.0,0.0,5.0,0.0,8.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0
Sleeping With A Friend,0K1KOCeJBj3lpDYxEX9qP2,2014-01-01,56,228840,False,Neon Trees,0RpddSzUHfncUWNJXKOsjy,1169361,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",65,0.00189,0.582,0.882,1.03e-05,2.0,0.32,-4.256,1.0,0.0355,107.034,4.0,0.507,,United States,,True,43.42,30.78,5.03,0.21,334.0,1185.0,17.0,6.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,10.0,2.0,1.0,13.0,2.0,0.0,0.0,5.0,3.0,0.0,9.0
In the Aeroplane Over the Sea,5rfT032kGmLvbxZzfHlu5D,1998-02-20,65,202346,False,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,588214,"['alternative rock', 'anti-folk', 'chamber pop', 'elephant 6', 'indie pop', 'indie rock', 'lo-fi']",54,0.392,0.271,0.714,0.0,7.0,0.115,-5.124,1.0,0.0329,94.158,3.0,0.239,,United States,,False,37.27,31.32,5.05,0.32,262.0,966.0,8.0,2.0,1.0,2.0,4.0,0.0,0.0,11.0,0.0,7.0,2.0,1.0,11.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0
